ID	STRUCTURE	FREQUENCY	Beijing	Changsha	Chengdu	Guangzhou	Guixian	Hangzhou	Hefei	Jinan	Kunming	Meixian	Nanchang	Shanghai	Shexian	Taiyuan	Xiamen	COGNATESETS	CONCEPTS
41-3	T	3	⁵¹	¹¹	¹³	²²	²¹³	⁴⁴⁵	⁵³	²¹	²¹²	⁵³	²¹	¹³	³⁵	⁴⁵	²²	92:2, 563:3, 762:7	supper / two / under
56-2	T	2	⁵¹	⁵⁵	¹³	³³	²¹³	⁴⁴⁵	⁵³	-	²¹²	Ø	¹²	³⁵	³²⁴	⁴⁵	²¹	277:6, 787:7	lunch / spinach
88-2	T	2	⁵¹	¹¹	¹³	²³	²¹³	¹³	⁵³	²¹	²¹²	⁴⁴	²¹	¹³	³⁵	⁵³	Ø	87:3, 434:10	right / watery
104-2	T	2	⁵¹	⁵⁵	¹³	Ø	²¹³	⁴⁴⁵	⁵³	²¹	²¹²	⁵³	⁴⁵	⁵³	³²⁴	⁴⁵	Ø	300:4, 723:4	on purpose / soya sauce
120-2	T	2	⁵¹	²⁴	⁵⁵	²	Ø	Ø	⁵	²¹	³¹	¹	⁵	¹	²²	⁴⁵	⁵	225:4, 764:3	here / sun
122-2	T	2	⁵¹	⁵⁵	¹³	²²	²¹³	¹³	⁵³	²¹	-	Ø	²¹	¹³	Ø	⁴⁵	²²	260:5, 712:3	beggar / catch a cold
140-2	T	2	⁵¹	Ø	³¹	²¹	²¹	⁵³	²⁴	²¹	Ø	⁴⁴	⁵	Ø	³⁵	⁴⁵	²²	194:2, 217:2	boy / father / left hand / wheat
157-2	T	2	⁵¹	Ø	¹³	Ø	²¹	⁴⁴⁵	²¹	²¹	²¹²	⁵³	⁴⁵	³⁵	Ø	⁴⁵	²¹	367:3, 392:5	how / just right / right
195-2	T	2	⁵¹	⁵⁵	Ø	³³	-	Ø	⁵³	²¹³	²¹²	⁵³	Ø	Ø	³²⁴	⁴⁵	²¹	545:2, 699:3	cold / freeze / on purpose
303-1	T	1	⁵¹	¹¹	¹³	²²	²¹³	⁴⁴⁵	⁵³	²¹	²¹²	³¹	²¹	¹³	³⁵	⁴⁵	-	306:1	twenty / two / two ounces
342-1	T	1	⁵¹	⁵⁵	¹³	³³	²¹³	⁴⁴⁵	⁵³	²¹	²¹²	Ø	²¹³	³	³²⁴	⁴⁵	²¹	456:3	sun
362-1	T	1	⁵¹	⁵⁵	Ø	Ø	²¹³	Ø	-	Ø	²¹²	⁵³	Ø	Ø	Ø	⁴⁵	²¹	545:4	on purpose
387-1	T	1	⁵¹	¹¹	⁵⁵	²³	²¹³	⁵	⁵	²¹	²¹²	⁵³	²¹	⁵	-	⁴⁵	Ø	600:2	a while / one time / there
425-1	T	1	⁵¹	¹¹	¹³	²²	²¹³	⁴⁴⁵	Ø	²¹	²¹²	⁵³	²¹	¹³	²²	⁴⁵	Ø	683:4	second
437-1	T	1	⁵¹	²⁴	³¹	²	²¹	²	⁵	²¹	³¹	¹	²	¹	²²	⁴⁵	⁵	729:3	six
443-1	T	1	⁵¹	⁵⁵	¹³	³³	²¹³	Ø	⁵³	²¹	Ø	Ø	²¹³	⁵³	Ø	⁴⁵	Ø	734:7	chopsticks
452-1	T	1	⁵¹	²⁴	³¹	²	²¹	²	⁵	²¹	³¹	⁵	⁵	¹	²²	²	⁵	748:3	hot
464-1	T	1	⁵¹	⁵⁵	³¹	²¹	²¹³	Ø	⁵³	²¹	²¹²	Ø	⁴⁵	Ø	³²⁴	⁵³	²²	765:3	rainbow
467-1	T	1	⁵¹	Ø	Ø	²²	Ø	Ø	²⁴	⁵⁵	Ø	Ø	Ø	¹³	³²⁴	⁵³	Ø	770:5	flash (verb)
474-1	T	1	⁵¹	⁵⁵	¹³	Ø	⁵⁵	⁵³	⁵	²¹	²¹²	Ø	Ø	Ø	²²	Ø	Ø	795:2	that
244-4	T	4	⁴	³³	⁵⁵	Ø	⁵⁵	³³	-	-	⁴⁴	⁴⁴	¹⁴	¹³	³⁵	Ø	Ø	10:7, 44:7, 400:5, 723:2	inside / left / nurse / on purpose / wife
258-4	T	4	⁴	⁴¹	-	²²	²¹³	⁵³	⁵³	Ø	²¹²	-	¹⁴	Ø	Ø	⁴⁵	Ø	3:5, 302:10, 426:2, 540:3	a while / die / here / self / what kind of / where
234-3	T	3	⁴	-	¹³	⁵⁵	²¹³	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	²²	211:8, 222:7, 499:7	inside / on / under
460-1	T	1	⁴	⁴¹	-	²¹	²¹	²¹³	Ø	-	³¹	³¹	Ø	¹³	Ø	¹¹	⁵³	763:10	forefinger
173-2	T	2	Ø	-	³¹	-	²¹	⁵	⁵	Ø	³¹	-	⁵	¹³	³²⁴	Ø	Ø	336:2, 714:6	fingernail / knee / rainbow
201-2	T	2	Ø	²⁴	³¹	²	Ø	Ø	⁵	²¹³	Ø	Ø	⁵	Ø	²¹	⁵³	-	419:2, 836:3	dirty / forehead / on
206-2	T	2	Ø	¹³	³¹	Ø	⁵⁵	-	Ø	Ø	³¹	⁴⁴	²⁴	³	⁴⁴	¹¹	Ø	90:5, 256:10	chicken / thunder (verb) / wife
249-2	T	2	Ø	Ø	-	²¹	Ø	¹³	Ø	Ø	Ø	¹¹	Ø	¹³	Ø	²	Ø	256:6, 396:6	sweet potato / thunder (verb)
285-1	T	1	Ø	Ø	-	⁵⁵	-	⁵³	-	-	Ø	⁴⁴	¹²	Ø	²²	Ø	²²	217:5	boy / father / left hand / wheat
310-1	T	1	Ø	¹¹	¹³	²²	²¹³	⁵	⁵³	²¹	²¹²	⁵³	⁴⁵	¹³	³²⁴	⁴⁵	³⁵	307:2	classifier (person)
318-1	T	1	Ø	²⁴	³¹	⁵	⁵⁵	³³	⁵	Ø	³¹	¹	⁵	Ø	Ø	Ø	Ø	336:5	fingernail / knee
336-1	T	1	Ø	²⁴	³¹	³	Ø	Ø	Ø	-	Ø	Ø	¹²	Ø	²¹	Ø	Ø	419:5	dirty
394-1	T	1	Ø	¹³	Ø	²¹	²¹	²¹³	⁵⁵	⁴²	²¹	Ø	²⁴	Ø	⁴⁴	⁴⁵	³⁵	625:4	classifier (pillow)
416-1	T	1	Ø	¹¹	¹³	Ø	²¹³	¹³	Ø	⁴²	Ø	⁵³	Ø	¹³	²²	⁴⁵	Ø	659:2	self
417-1	T	1	Ø	-	⁵⁵	Ø	⁵⁵	³³	Ø	-	Ø	⁴⁴	Ø	⁵³	³¹	⁵³	Ø	659:6	self
224-7	T	7	¹	³³	⁵⁵	⁵⁵	⁵⁵	Ø	²¹	-	⁴⁴	⁴⁴	⁴²	Ø	-	¹¹	⁵⁵	181:8, 349:11, 424:8, 71:8, 239:7, 605:5, 645:5	chicken / cook / doctor / in the middle / on / outside / under
180-4	T	4	¹	-	¹³	Ø	²¹³	⁵	-	-	²¹²	Ø	¹²	¹³	-	⁴⁵	²²	601:6, 645:8, 795:5, 883:5	cook / outside / that / this
59-3	T	3	¹	-	³¹	²¹	⁵⁵	²¹³	-	-	³¹	¹¹	¹²	¹³	⁴⁴	⁵³	-	225:8, 249:7, 563:7	on / sun / under
213-3	T	3	¹	⁴¹	⁵³	²³	⁴²	⁵³	Ø	-	³¹	³¹	²¹³	²³	³⁵	⁵³	²²	143:5, 438:5, 466:6	mouse / rain / there
73-2	T	2	¹	-	⁵³	³⁵	⁴²	⁵³	-	-	⁵³	³¹	¹⁴	³⁵	³⁵	-	⁵³	734:10, 850:5	chopsticks / mouse
154-2	T	2	¹	²⁴	³¹	²	Ø	²	Ø	Ø	³¹	¹	¹²	¹²	Ø	²	⁵	230:7, 831:8	sunflower / today
218-2	T	2	¹	Ø	⁵⁵	-	⁵⁵	Ø	Ø	-	³¹	Ø	-	¹³	⁴⁴	-	Ø	382:13, 560:6	beggar / knee / leg / under
265-1	T	1	¹	¹³	³¹	Ø	²¹	²¹³	-	⁴²	Ø	Ø	¹⁴	²³	Ø	Ø	Ø	54:7	bedbug
281-1	T	1	¹	Ø	⁵³	Ø	²¹³	Ø	Ø	Ø	⁵³	Ø	¹²	Ø	Ø	Ø	Ø	193:6	become sick
345-1	T	1	¹	¹³	³¹	²¹	²¹	²¹³	-	-	³¹	Ø	¹⁴	¹³	⁴⁴	¹¹	³⁵	456:7	sun
388-1	T	1	¹	¹¹	¹³	²²	²¹³	¹³	⁵³	-	²¹²	Ø	Ø	¹³	²²	⁴⁵	Ø	602:7	moon
493-1	T	1	¹	-	⁵³	Ø	⁴²	⁵³	-	-	⁵³	Ø	¹²	³⁵	Ø	-	Ø	843:6	wheat
24-29	T	29	³⁵	¹³	³¹	²¹	²¹	²¹³	⁵⁵	⁴²	³¹	¹¹	²⁴	¹³	⁴⁴	¹¹	³⁵	677:2, 677:5, 840:3, 840:6, 5:3, 8:2, 42:3, 49:6, 74:3, 218:2, 317:3, 333:2, 365:4, 385:4, 408:7, 462:7, 468:6, 494:2, 502:2, 566:3, 595:2, 642:6, 650:7, 656:3, 661:4, 686:7, 759:3, 811:4, 845:2	and / boy / cheap / classifier (cow) / classifier (pig) / cook / doorsills / fat / fist / from / house / humpback / husband / kitchen / man / old man / rooster / salt / salty / son / spoon / sunflower / who / wife / window / woman
91-10	T	10	³⁵	²⁴	³¹	²	²¹	²	⁵	⁴²	³¹	⁵	²	¹	²²	⁵⁴	⁵	472:3, 720:3, 389:3, 556:3, 143:3, 184:4, 231:3, 301:2, 487:2, 660:3	bedbug / eleven / hail / moon / neck / nose / rain / ten / wheat
85-4	T	4	³⁵	¹³	³¹	²¹	²¹	²¹³	⁵⁵	⁴²	³¹	¹¹	⁴⁵	¹³	⁴⁴	¹¹	³⁵	300:11, 564:3, 611:3, 893:3	doctor / doorsills / salt / soya sauce
260-4	T	4	³⁵	-	³¹	Ø	⁴²	²¹³	-	²¹³	³¹	-	¹²	¹³	⁴⁴	¹¹	Ø	73:6, 95:10, 212:6, 507:2	forehead / on / where / wife
193-3	T	3	³⁵	¹³	³¹	²¹	²¹	²	⁵⁵	²¹	³¹	¹	⁴⁵	¹³	²¹	¹¹	³⁵	31:3, 95:3, 668:3	forehead / stairs / sweet potato
32-2	T	2	³⁵	¹³	³¹	²¹	²¹	²¹³	⁵⁵	⁴²	³¹	¹¹	²⁴	¹³	⁴⁴	¹¹	-	517:3, 831:12	long / sunflower
222-2	T	2	³⁵	Ø	⁵³	Ø	⁵⁵	Ø	⁵	⁴²	³¹	Ø	²	¹	Ø	¹¹	Ø	160:3, 677:8	boy / son / spoon
266-1	T	1	³⁵	³³	³¹	Ø	²¹	Ø	⁵⁵	⁴²	³¹	⁴⁴	Ø	⁵³	Ø	¹¹	Ø	89:2	take
277-1	T	1	³⁵	¹³	³¹	²¹	²¹	²¹³	⁵⁵	⁴²	³¹	¹¹	²⁴	¹³	⁴⁴	¹¹	⁵⁵	157:3	sweet
295-1	T	1	³⁵	³³	⁵⁵	⁵³	⁵⁵	³³	²¹	²¹³	⁴⁴	Ø	⁴²	⁵³	³¹	¹¹	⁵⁵	277:2	spinach
315-1	T	1	³⁵	⁵⁵	¹³	Ø	-	²¹³	Ø	⁴²	²¹²	Ø	²	³	²²	Ø	Ø	321:5	hail
338-1	T	1	³⁵	¹³	-	Ø	⁵⁵	²¹³	Ø	⁴²	⁴⁴	Ø	⁴⁵	¹³	Ø	¹¹	Ø	449:4	bedbug / daughter / girl / mother
348-1	T	1	³⁵	¹³	³¹	²¹	²¹	²¹³	Ø	⁴²	Ø	¹¹	¹⁴	Ø	Ø	¹¹	³⁵	494:6	kitchen
430-1	T	1	³⁵	¹³	³¹	²¹	²¹	Ø	⁵⁵	⁴²	³¹	¹¹	¹²	¹³	Ø	¹¹	³⁵	687:7	this year
494-1	T	1	³⁵	Ø	³¹	²¹	Ø	²¹³	⁵⁵	-	Ø	¹¹	²⁴	¹³	⁴⁴	Ø	³⁵	848:3	head
501-1	T	1	³⁵	¹³	³¹	Ø	²¹	²¹³	⁵⁵	⁴²	Ø	Ø	⁴⁵	²³	⁴⁴	Ø	Ø	870:7	thunder (verb)
216-5	T	5	³	¹³	³¹	²¹	²¹	²¹³	²⁴	-	³¹	¹¹	¹²	¹³	⁴⁴	¹¹	³⁵	496:3, 660:6, 8:6, 510:6, 836:7	classifier (pillow) / forefinger / forehead / husband / man / nose / on
220-3	T	3	³	¹¹	¹³	Ø	⁵⁵	⁵³	-	-	²¹²	Ø	²¹	³⁵	Ø	⁴⁵	-	466:2, 503:5, 507:5	there / under / wife
221-3	T	3	³	Ø	⁵³	Ø	⁴²	-	²⁴	-	⁵³	Ø	⁵	³⁵	³⁵	-	Ø	5:6, 510:2, 539:5	become sick / forefinger / house
210-2	T	2	³	⁴¹	⁵³	²¹	⁴²	Ø	Ø	²¹	⁵³	Ø	Ø	Ø	⁴⁴	⁵³	³⁵	787:4, 841:3	head / lunch
353-1	T	1	³	Ø	⁵⁵	Ø	⁴²	Ø	-	²¹³	⁵³	⁴⁴	Ø	⁵³	Ø	-	⁵³	502:5	cook
414-1	T	1	³	¹³	Ø	²¹	Ø	²¹³	-	-	Ø	¹¹	¹⁴	¹³	Ø	Ø	³⁵	656:7	fist
419-1	T	1	³	-	³¹	Ø	²¹³	²¹³	Ø	-	Ø	¹¹	¹⁴	Ø	⁴⁴	⁴⁵	³⁵	661:6	cheap
19-36	T	36	²¹⁴	⁴¹	⁵³	³⁵	⁴²	⁵³	²⁴	⁵⁵	⁵³	³¹	²¹³	³⁵	³⁵	⁵³	⁵³	311:4, 776:2, 305:2, 305:6, 532:3, 532:7, 3:2, 9:2, 10:2, 49:2, 192:5, 212:2, 247:2, 260:2, 302:2, 358:3, 371:11, 383:3, 400:2, 426:5, 465:2, 500:2, 526:3, 530:2, 546:2, 587:2, 605:2, 664:6, 711:2, 714:2, 747:2, 763:3, 770:2, 792:2, 804:3, 870:2	beggar / blow / boy / breakfast / catch a cold / chicken / daughter / die / face / flash (verb) / forefinger / girl / here / how / inside / just right / left / left hand / lunch / nine / nurse / old man / rain / rainbow / self / short / son / thunder (verb) / what kind of / where / who / wife / woman / you
163-7	T	7	²¹⁴	²⁴	³¹	³	²¹	⁵	⁵	²¹³	³¹	¹	⁵	⁵	²¹	²	³²	144:8, 191:7, 452:3, 560:3, 597:3, 624:3, 841:6	classifier (cow) / classifier (pig) / father / head / knee / leg / old man / snow / under
8-4	T	4	²¹⁴	⁴¹	⁵³	²³	⁴²	⁵³	²⁴	⁵⁵	⁵³	¹¹	²¹³	¹³	³⁵	⁵³	⁵³	165:2, 221:3, 291:2, 468:2	I / cold / thou / wife / woman
146-4	T	4	²¹⁴	⁴¹	-	³⁵	⁴²	Ø	²⁴	⁵⁵	⁵³	³¹	²¹³	³⁵	³¹	⁵³	⁵³	68:6, 179:7, 294:2, 787:2	here / left hand / leg / lunch / what / where
102-3	T	3	²¹⁴	⁴¹	⁵³	³⁵	⁴²	⁵³	²⁴	²¹	⁵³	³¹	²¹³	³⁵	³⁵	⁵³	⁵³	44:2, 68:2, 595:5	doorsills / left / left hand
118-3	T	3	²¹⁴	¹¹	⁵³	²³	⁴²	²¹³	²⁴	⁵⁵	⁵³	⁴⁴	⁴⁵	¹³	³¹	⁵³	⁵⁵	110:2, 668:6, 762:3	chicken / leg / mother / son / sparrow / star / supper / sweet potato
58-2	T	2	²¹⁴	⁴¹	⁵³	²³	⁴²	⁵³	²⁴	⁵⁵	Ø	³¹	²¹³	¹³	³⁵	⁵³	²²	630:2, 797:2	husband / inside
65-2	T	2	²¹⁴	⁴¹	⁵³	³⁵	⁴²	³³	²⁴	⁵⁵	⁵³	³¹	²¹³	³⁵	³²⁴	⁵³	⁵³	224:7, 792:5	flash (verb) / right / right hand
116-2	T	2	²¹⁴	⁴¹	⁵³	Ø	Ø	¹³	²⁴	⁵⁵	Ø	Ø	⁵	¹³	Ø	⁵³	²²	499:2, 503:2	inside / under
131-2	T	2	²¹⁴	Ø	⁵³	Ø	⁴²	⁵³	²⁴	⁵⁵	Ø	³¹	²¹³	³	Ø	⁵³	-	367:7, 528:7	just right / right / right hand
307-1	T	1	²¹⁴	⁴¹	⁵³	³⁵	⁴²	⁵³	²⁴	-	⁵³	⁴⁴	²¹³	¹³	²²	⁵³	²²	306:6	twenty / two / two ounces
327-1	T	1	²¹⁴	⁴¹	⁵³	²³	⁴²	⁵³	Ø	⁵⁵	⁵³	⁴⁴	²¹³	¹³	Ø	⁵³	-	383:6	nurse
365-1	T	1	²¹⁴	⁴¹	⁵³	²³	⁴²	⁵³	²⁴	⁵⁵	⁵³	³¹	²¹³	-	-	⁵³	Ø	548:2	father / mother / mouse / old man / sun / wife
372-1	T	1	²¹⁴	⁴¹	⁵³	³⁵	⁴²	⁵	⁵	⁴²	⁵³	¹	⁵	⁵	²¹	Ø	⁵³	551:2	only
381-1	T	1	²¹⁴	⁴¹	Ø	-	⁴²	⁵³	²⁴	Ø	⁵³	Ø	¹⁴	Ø	Ø	Ø	Ø	564:7	doorsills
456-1	T	1	²¹⁴	²⁴	-	³⁵	⁴²	⁵³	Ø	²¹³	³¹	-	Ø	³⁵	Ø	²	-	763:6	forefinger
482-1	T	1	²¹⁴	²⁴	³¹	³³	²¹	Ø	Ø	-	³¹	Ø	¹⁴	⁵	²¹	⁵³	Ø	816:7	sparrow
228-3	T	3	²	¹³	⁵³	Ø	Ø	Ø	Ø	-	Ø	³¹	¹²	-	Ø	⁵³	³⁵	170:10, 256:3, 511:6	chimney / daughter / thunder (verb)
139-2	T	2	²	⁵⁵	¹³	²²	²¹³	¹³	⁵	-	²¹²	-	¹²	⁵	²²	⁴⁵	Ø	452:6, 678:7	clean / father / old man
194-2	T	2	²	Ø	⁵⁵	⁵⁵	⁵⁵	³³	Ø	Ø	Ø	⁴⁴	¹⁴	⁵³	-	-	Ø	550:10, 797:6	husband
276-1	T	1	²	Ø	-	Ø	Ø	Ø	Ø	-	⁴⁴	Ø	Ø	Ø	Ø	⁴⁵	Ø	129:7	window
279-1	T	1	²	²⁴	³¹	Ø	²¹	Ø	⁵	²¹	³¹	³¹	¹²	Ø	³⁵	²	Ø	177:6	fingernail
447-1	T	1	²	³³	⁵⁵	⁵⁵	⁵⁵	³³	-	Ø	⁴⁴	⁴⁴	⁴²	⁵³	Ø	¹¹	⁵⁵	737:5	doctor
60-2	T	2	-	⁴¹	⁵³	Ø	⁴²	⁵³	²⁴	⁵⁵	⁵³	³¹	²¹³	¹³	³⁵	⁵³	⁵³	821:2, 850:2	mouse / we
101-2	T	2	-	-	³¹	Ø	⁵⁵	²¹³	-	-	Ø	Ø	¹²	¹³	⁴⁴	⁵³	Ø	304:7, 500:7	daughter / girl / outside
137-2	T	2	-	²⁴	³¹	²¹	²¹	²¹³	⁵⁵	⁴²	³¹	¹¹	²⁴	Ø	Ø	Ø	Ø	336:9, 607:9	fingernail / knee / noodles
189-2	T	2	-	³³	⁵⁵	Ø	²¹	²¹³	Ø	Ø	³¹	Ø	⁴²	Ø	³¹	Ø	Ø	90:2, 500:5	chicken / daughter / girl / wife
314-1	T	1	-	³³	⁵⁵	Ø	⁵⁵	³³	Ø	-	⁴⁴	Ø	-	⁵³	³¹	Ø	Ø	321:2	hail
346-1	T	1	-	¹¹	¹³	Ø	²¹³	¹³	⁵³	²¹	²¹²	Ø	²¹	¹³	-	⁴⁵	Ø	465:5	breakfast / lunch
368-1	T	1	-	⁴¹	³¹	²¹	⁵⁵	²¹³	⁵⁵	⁴²	³¹	¹¹	¹⁴	-	-	-	Ø	548:5	father / mother / mouse / old man / sun / wife
383-1	T	1	-	-	¹³	Ø	²¹³	⁵	Ø	-	²¹²	Ø	¹⁴	Ø	³²⁴	⁴⁵	Ø	587:5	what kind of / who
400-1	T	1	-	-	³¹	Ø	⁵⁵	²¹³	-	-	Ø	Ø	¹⁴	³	⁴⁴	¹¹	³⁵	630:6	inside
81-4	C	4	ʐ	ʐ	z	j	z	z	Ø	ʐ	ʐ	ŋ	ɲ	ɲ	j	z	l	8:3, 230:4, 468:3, 642:3	husband / man / today / wife / woman
290-1	C	1	ʐ	ʐ	Ø	-	Ø	Ø	ʐ	ʐ	ʐ	-	-	j	-	Ø	-	225:1	sun
449-1	C	1	ʐ	-	z	-	z	z	ʐ	ʐ	ʐ	ŋ	l	ɲ	n	z	l	748:0	hot
484-1	C	1	ʐ	Ø	z	j	Ø	z	Ø	Ø	Ø	ŋ	Ø	z	Ø	Ø	l	831:5	sunflower
149-8	C	8	ʈʂʰ	ʈʂʰ	tsʰ	tsʰ	tsʰ	tsʰ	ʈʂʰ	ʈʂʰ	ʈʂʰ	tsʰ	tsʰ	tsʰ	tɕʰ	tsʰ	tsʰ	54:0, 82:3, 129:0, 188:0, 372:0, 462:0, 530:3, 792:0	bedbug / breakfast / dirty / flash (verb) / stinky / window
46-2	C	2	ʈʂʰ	tɕ	tsʰ	tsʰ	tsʰ	dz	tʰ	ʈʂʰ	ʈʂʰ	tsʰ	tɕʰ	z	Ø	tsʰ	t	494:0, 502:0	cook / kitchen
171-2	C	2	ʈʂʰ	ʈʂ	tsʰ	s	tsʰ	dz	ʈʂʰ	ʈʂʰ	Ø	s	tsʰ	z	Ø	Ø	Ø	54:4, 396:4	bedbug / sweet potato
357-1	C	1	ʈʂʰ	ʈʂ	tsʰ	tsʰ	tsʰ	dz	tʰ	ʈʂʰ	ʈʂʰ	tsʰ	tsʰ	z	tɕʰ	tsʰ	t	517:0	long
199-4	C	4	ʈʂ	ʈʂ	ts	ts	ts	ts	ʈʂ	ʈʂ	ts	ts	ts	ts	ts	ts	Ø	71:0, 339:0, 764:0, 893:4	doctor / here / in the middle / lunch
119-3	C	3	ʈʂ	ʈʂ	ts	ts	Ø	ts	tɕ	ʈʂ	Ø	ts	ts	ts	tɕ	ts	ts	367:0, 597:0, 624:0	classifier (cow) / classifier (pig) / just right / right
71-2	C	2	ʈʂ	ʈʂ	ts	Ø	ts	Ø	ʈʂ	ʈʂ	ʈʂ	s	ts	Ø	ɕ	ts	Ø	177:0, 883:0	fingernail / this
359-1	C	1	ʈʂ	tɕ	ts	ts	ts	ts	ʈʂ	ʈʂ	ʈʂ	Ø	tɕ	Ø	tɕ	ts	t	523:0	pig
370-1	C	1	ʈʂ	ʈʂ	ts	ts	ts	ts	ʈʂ	ʈʂ	ʈʂ	ts	ts	ts	tɕ	Ø	ts	551:0	only
409-1	C	1	ʈʂ	ts	ts	Ø	ts	ts	ʈʂ	ʈʂ	ʈʂ	Ø	ts	Ø	Ø	ts	Ø	652:0	table
454-1	C	1	ʈʂ	ʈʂ	-	ts	ts	ts	Ø	ʈʂ	ʈʂ	-	Ø	ts	Ø	ts	-	763:4	forefinger
68-8	C	8	ʂ	ʂ	s	s	s	z	ʂ	ʂ	ʂ	s	s	z	ɕ	s	ts	472:0, 720:0, 160:0, 181:0, 249:0, 532:4, 566:0, 792:3	eleven / flash (verb) / left hand / on / spoon / ten / who
29-3	C	3	ʂ	ʂ	s	s	s	p	ʂ	ʂ	ʂ	s	s	s	Ø	s	tsʰ	68:3, 224:4, 528:4	left hand / right / right hand
25-2	C	2	ʂ	ʂ	s	s	s	s	ʂ	ʂ	ʂ	s	s	s	ɕ	s	tsʰ	273:0, 763:0	catch a cold / forefinger
57-2	C	2	ʂ	s	s	s	s	s	s	Ø	s	s	s	s	Ø	s	s	645:3, 737:2	cook / doctor
395-1	C	1	ʂ	ʂ	s	s	s	s	s	ʂ	s	s	s	s	ɕ	s	Ø	626:0	thin
465-1	C	1	ʂ	Ø	Ø	s	Ø	Ø	t	t	Ø	Ø	Ø	s	t	t	Ø	770:0	flash (verb)
469-1	C	1	ʂ	Ø	-	Ø	Ø	Ø	Ø	ʂ	Ø	Ø	Ø	Ø	Ø	s	Ø	787:0	lunch
185-3	C	3	ɥ	j	ɥ	-	j	j	ɥ	ɥ	j	j	ɥ	j	ɥ	ɥ	-	144:5, 191:5, 811:1	rooster / snow
108-2	C	2	ɥ	ɥ	ɥ	j	j	ɥ	ɥ	ɥ	j	j	ɥ	ɥ	w	ɥ	Ø	184:1, 602:0	moon
412-1	C	1	ɥ	ɥ	Ø	-	Ø	ɥ	ɥ	ɥ	Ø	j	ɥ	ɥ	Ø	Ø	-	656:1	fist
191-5	C	5	ɕ	s	ɕ	s	ɕ	ɕ	ɕ	ɕ	ɕ	s	ɕ	ɕ	ɕ	x	s	191:0, 192:0, 144:4, 424:0, 507:0	rain / snow / under / wife
100-3	C	3	ɕ	ɕ	ɕ	h	ɕ	ɕ	ɕ	ɕ	ɕ	h	ɕ	ɕ	ɕ	ɕ	-	78:0, 191:4, 211:0	snow / under / well smelling
214-3	C	3	ɕ	s	ɕ	s	ɕ	kʰ	tɕʰ	ɕ	ɕ	tsʰ	ɕ	Ø	s	ɕ	s	239:0, 336:3, 526:0	boy / doctor / fingernail / knee / son
53-2	C	2	ɕ	x	x	h	ɕ	ɦ	ɕ	ɕ	ɕ	h	h	ɦ	x	ɕ	k	385:0, 840:0	salt / salty
83-2	C	2	ɕ	s	ɕ	h	ɕ	ɕ	s	ɕ	ɕ	h	ɕ	ɕ	s	ɕ	h	831:0, 867:0	sunflower / tiny
152-2	C	2	ɕ	ɕ	ɕ	Ø	ɕ	ɦ	Ø	ɕ	Ø	Ø	h	ɦ	x	x	Ø	563:0, 811:0	rooster / under
373-1	C	1	ɕ	s	ɕ	s	ɕ	ɕ	ɕ	ɕ	ɕ	Ø	s	ɕ	tʰ	ɕ	tsʰ	553:0	star
376-1	C	1	ɕ	ts	ɕ	-	ɕ	-	-	-	ɕ	Ø	ts	-	s	ɕ	-	553:4	star
18-22	C	22	ŋ	n	ŋ	ŋ	ŋ	ŋ	-	ŋ	-	ŋ	ŋ	-	-	-	ŋ̍	5:2, 19:2, 61:2, 78:3, 129:3, 181:2, 184:8, 249:2, 273:2, 300:3, 306:5, 317:2, 372:3, 406:2, 449:3, 462:2, 550:2, 602:6, 641:5, 664:2, 861:2, 893:2	and / bedbug / catch a cold / daughter / dirty / doctor / fat / girl / house / husband / in the middle / instead of / just right / kitchen / moon / mother / on / soya sauce / twenty / two / two ounces / well smelling / window
63-16	C	16	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	-	ŋ	ŋ	54:6, 71:2, 74:2, 232:6, 273:6, 320:5, 339:2, 406:6, 511:5, 668:2, 699:2, 714:5, 747:5, 797:5, 811:3, 893:6	bedbug / blow / catch a cold / chimney / cold / doctor / freeze / from / husband / in the middle / lunch / rainbow / rooster / sweet potato
15-5	C	5	ŋ	n	ŋ	ŋ	ŋ	ŋ	-	ŋ	-	ŋ	ŋ	-	-	-	ŋ	456:6, 494:5, 643:3, 765:2, 831:3	classifier (pair) / kitchen / rainbow / sun / sunflower
103-3	C	3	ŋ	n	n	ŋ	n	n	-	ŋ	-	ŋ	n	ŋ	-	ŋ	-	239:6, 367:2, 678:6	clean / doctor / just right / right
136-2	C	2	ŋ	n	n	n	n	Ø	-	r	-	n	ŋ	Ø	Ø	r	Ø	71:7, 193:2	become sick / in the middle
286-1	C	1	ŋ	n	n	Ø	n	n	n	ŋ	-	Ø	ŋ	-	-	Ø	ŋ	221:2	cold
332-1	C	1	ŋ	u	-	j	ŋ	Ø	ŋ	ŋ	ŋ	-	-	ŋ	-	ŋ	Ø	411:2	rooster
358-1	C	1	ŋ	n	ŋ	ŋ	ŋ	ŋ	-	ŋ	-	ŋ	ŋ	-	-	-	-	517:2	long
375-1	C	1	ŋ	n	n	ŋ	n	n	n	ŋ	-	Ø	ŋ	ŋ	-	-	-	553:2	star
406-1	C	1	ŋ	Ø	n	ŋ	n	n	n	Ø	-	n	n	ŋ	Ø	Ø	ŋ	646:7	freeze
